"Reviews","Reviews"
"Random Product Review","Random Product Review"
"Displays arbitrary review of a random product","Displays arbitrary review of a random product"
"Product Reviews","Product Reviews"
"Number of Reviews","Number of Reviews"
"Maximum Number of Characters","Maximum Number of Characters"
"Leave empty to show full text","Leave empty to show full text"
"Read more","Read more"
"Random Product Review (MANAdev)","Random Product Review (MANAdev)"
